ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME,ARR_DELAY_MEAN,DEP_DELAY_MEAN,DAY_OF_WEEK,FLIGHT_ID
14761,"Sanford, FL",10431,"Asheville, NC",-20.4,-11.2,3,30388
14761,"Sanford, FL",10431,"Asheville, NC",15.5,17.25,5,30390
14761,"Sanford, FL",10627,"Bismarck/Mandan, ND",11.0,-9.0,3,30398
14761,"Sanford, FL",11003,"Cedar Rapids/Iowa City, IA",-1.0,-5.75,5,30412
14761,"Sanford, FL",11003,"Cedar Rapids/Iowa City, IA",5.25,1.0,6,30413
14761,"Sanford, FL",11193,"Cincinnati, OH",4.0,-1.0,2,30418
14761,"Sanford, FL",11193,"Cincinnati, OH",21.0,11.75,5,30421
14761,"Sanford, FL",11612,"Evansville, IN",11.6,4.0,4,30432
14761,"Sanford, FL",11823,"Fort Wayne, IN",-4.6,-4.0,4,30447
14761,"Sanford, FL",11973,"Gulfport/Biloxi, MS",-8.5,-12.5,3,30451
14761,"Sanford, FL",11986,"Grand Rapids, MI",30.0,32.5,2,30455
14761,"Sanford, FL",11986,"Grand Rapids, MI",7.0,7.0,3,30456
14761,"Sanford, FL",11995,"Greensboro/High Point, NC",4.75,7.75,7,30462
14761,"Sanford, FL",12265,"Niagara Falls, NY",9.25,15.0,6,30477
14761,"Sanford, FL",12945,"Lexington, KY",-12.0,-1.0,2,30492
14761,"Sanford, FL",13367,"Moline, IL",29.6,24.0,4,30511
14761,"Sanford, FL",13931,"Norfolk, VA",18.0,18.0,3,30519
14761,"Sanford, FL",14108,"Peoria, IL",-0.75,-6.75,6,30530
14761,"Sanford, FL",14122,"Pittsburgh, PA",102.5,106.25,7,30532
14761,"Sanford, FL",14259,"Portsmouth, NH",-6.4,-2.4,4,30533
14761,"Sanford, FL",14574,"Roanoke, VA",10.0,5.0,6,30547
14761,"Sanford, FL",14696,"South Bend, IN",23.25,21.5,6,30554
14761,"Sanford, FL",14843,"San Juan, PR",48.0,42.0,3,30563
14761,"Sanford, FL",15295,"Toledo, OH",-14.25,-4.75,5,30575
14761,"Sanford, FL",15323,"Bristol/Johnson City/Kingsport, TN",-0.8,-5.2,4,30577
14761,"Sanford, FL",15412,"Knoxville, TN",8.0,10.0,2,30584
14761,"Sanford, FL",15919,"Fayetteville, AR",29.2,16.8,4,30592
14771,"San Francisco, CA",10140,"Albuquerque, NM",8.818181818181818,12.090909090909092,4,30598
14771,"San Francisco, CA",10157,"Arcata/Eureka, CA",45.25,52.6875,2,30603
14771,"San Francisco, CA",10157,"Arcata/Eureka, CA",10.59375,17.6875,4,30605
14771,"San Francisco, CA",10372,"Aspen, CO",59.27272727272727,54.0,2,30610
14771,"San Francisco, CA",10397,"Atlanta, GA",-4.205128205128205,-0.10256410256410256,5,30620
14771,"San Francisco, CA",10423,"Austin, TX",10.714285714285714,13.2,3,30625
14771,"San Francisco, CA",10561,"Bakersfield, CA",-8.25,-1.0,5,30634
14771,"San Francisco, CA",10561,"Bakersfield, CA",-24.0,-9.25,7,30636
14771,"San Francisco, CA",10693,"Nashville, TN",12.2,14.6,3,30640
14771,"San Francisco, CA",10713,"Boise, ID",14.4,13.8,1,30645
14771,"San Francisco, CA",10721,"Boston, MA",9.35897435897436,15.974358974358974,6,30657
14771,"San Francisco, CA",10821,"Baltimore, MD",21.88888888888889,6.222222222222222,5,30670
14771,"San Francisco, CA",11057,"Charlotte, NC",30.636363636363637,33.95454545454545,4,30690
14771,"San Francisco, CA",11193,"Cincinnati, OH",-22.125,-9.625,1,30694
14771,"San Francisco, CA",11193,"Cincinnati, OH",-19.5,-2.625,7,30700
14771,"San Francisco, CA",11278,"Washington, DC",6.3,4.0,3,30710
14771,"San Francisco, CA",11298,"Dallas/Fort Worth, TX",9.36111111111111,12.722222222222221,6,30727
14771,"San Francisco, CA",11433,"Detroit, MI",7.75,11.625,4,30732
14771,"San Francisco, CA",11503,"Eagle, CO",62.25,51.0,7,30742
14771,"San Francisco, CA",11618,"Newark, NJ",10.859375,18.015625,2,30751
14771,"San Francisco, CA",11618,"Newark, NJ",31.375,40.354166666666664,6,30755
14771,"San Francisco, CA",11638,"Fresno, CA",15.9375,15.3125,5,30761
14771,"San Francisco, CA",11638,"Fresno, CA",-4.846153846153846,2.6923076923076925,7,30763
14771,"San Francisco, CA",11697,"Fort Lauderdale, FL",8.764705882352942,14.882352941176471,4,30767
14771,"San Francisco, CA",11697,"Fort Lauderdale, FL",44.46153846153846,41.84615384615385,7,30770
14771,"San Francisco, CA",11884,"Spokane, WA",22.375,22.0,5,30775
14771,"San Francisco, CA",12173,"Honolulu, HI",-10.115384615384615,9.192307692307692,3,30782
14771,"San Francisco, CA",12264,"Washington, DC",9.41304347826087,5.173913043478261,4,30790
14771,"San Francisco, CA",12264,"Washington, DC",8.40625,13.5625,7,30793
14771,"San Francisco, CA",12478,"New York, NY",18.8,23.68235294117647,1,30815
14771,"San Francisco, CA",12889,"Las Vegas, NV",7.597560975609756,7.682926829268292,6,30834
14771,"San Francisco, CA",12954,"Long Beach, CA",29.125,29.625,7,30849
14771,"San Francisco, CA",12982,"Lihue, HI",-18.666666666666668,-2.0,3,30852
14771,"San Francisco, CA",13264,"Medford, OR",22.0,30.047619047619047,3,30880
14771,"San Francisco, CA",13303,"Miami, FL",-4.9523809523809526,1.8571428571428572,2,30886
14771,"San Francisco, CA",13388,"Mammoth Lakes, CA",27.6,11.4,4,30895
14771,"San Francisco, CA",13485,"Madison, WI",24.4,1.6,2,30907
14771,"San Francisco, CA",13485,"Madison, WI",-1.0,-5.75,6,30911
14771,"San Francisco, CA",13487,"Minneapolis, MN",-0.375,4.0625,6,30918
14771,"San Francisco, CA",13851,"Oklahoma City, OK",13.5,14.0,5,30944
14771,"San Francisco, CA",13891,"Ontario, CA",13.785714285714286,15.285714285714286,4,30957
14771,"San Francisco, CA",13964,"North Bend/Coos Bay, OR",6.5,3.5,1,30968
14771,"San Francisco, CA",13964,"North Bend/Coos Bay, OR",0.75,-1.0,5,30972
14771,"San Francisco, CA",13964,"North Bend/Coos Bay, OR",14.25,21.25,6,30973
14771,"San Francisco, CA",14057,"Portland, OR",9.571428571428571,11.519480519480519,4,30978
14771,"San Francisco, CA",14122,"Pittsburgh, PA",-29.0,-7.5,1,30996
14771,"San Francisco, CA",14122,"Pittsburgh, PA",5.166666666666667,5.833333333333333,4,30999
14771,"San Francisco, CA",14252,"Pasco/Kennewick/Richland, WA",109.0,120.0,4,31006
14771,"San Francisco, CA",14487,"Redding, CA",7.3125,12.875,3,31019
14771,"San Francisco, CA",14487,"Redding, CA",-7.461538461538462,-5.3076923076923075,5,31021
