index,day,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,c_minus_t_raw,c_minus_t_adj
294,2016-09-27,42.40407577185074,38.94630646135635,44.10968352516697,41.75065198250822,3.45776931049439,2.35903154265876
295,2016-09-28,44.361143117655416,39.419098922904965,45.743975785340695,41.88772751419425,4.942044194750458,3.8562482711464363
296,2016-09-29,44.373920943193546,39.22934294117922,45.802921078868295,41.712954083301355,5.144578002014328,4.089966995566941
297,2016-09-30,44.813889638905586,39.031233749394,45.886181825312526,41.37769121363674,5.782655889511585,4.508490611675788
298,2016-10-01,45.13875871063788,39.07483354144523,46.17707535069745,41.41727331312022,6.063925169192647,4.759802037577233
299,2016-10-02,44.625585418466585,39.50917621328841,45.63437107352642,41.85534107821213,5.116409205178171,3.7790299953142945
300,2016-10-03,43.5792338260166,39.52799872784752,43.91162833085952,41.61953281186615,4.051235098169084,2.292095518993381
301,2016-10-04,43.1007483246499,39.93701086243213,44.432386366415756,43.08329094615637,3.163737462217769,1.3490954202593868
302,2016-10-05,43.46500887367915,39.78326326451464,44.74954620850885,42.62169743551829,3.6817456091645107,2.1278487729905655
303,2016-10-06,44.42466797748736,39.27120390170696,45.595169562398475,42.143184924731244,5.153464075780391,3.451984637667225
304,2016-10-07,44.8,36.9,45.34602,39.97838,7.899999999999999,5.3676400000000015
305,2016-10-08,44.66895586022032,37.44368137992656,45.005526535772916,40.873099659695725,7.225274480293756,4.132426876077188
306,2016-10-09,44.97722455511232,38.50833316895047,45.27606961112975,41.50355822438194,6.468891386161857,3.7725113867478166
307,2016-10-10,45.523598878786025,39.49816840824533,45.69480862711867,42.392616627624726,6.025430470540688,3.302191999493927
308,2016-10-11,45.441201907321485,39.00543460893526,45.404946979089644,41.71702695658734,6.435767298386235,3.6879200225023046
309,2016-10-12,45.89795772384537,38.58113144189755,45.901240082788014,41.33194823603768,7.316826281947829,4.569291846750335
310,2016-10-13,45.17506903508628,39.076210395830664,45.231408193523976,41.72775540020165,6.098858639255621,3.503652793322328
311,2016-10-14,45.19620341869727,38.60198389944442,45.366845878684636,41.19230397255573,6.594219519252857,4.174541906128908
312,2016-10-15,45.37328520971762,38.63443903172461,45.906293385398065,41.37544913691314,6.738846177993008,4.530844248484922
313,2016-10-16,45.6802660522258,38.62014049484698,46.203331247159376,41.3169165667871,7.0601255573788215,4.886414680372275
314,2016-10-17,44.794784387310926,39.31688566480604,45.60078490673957,41.732739010852,5.477898722504891,3.868045895887561
315,2016-10-18,44.19801498331402,38.747813195394386,44.99547423942295,40.79908225480122,5.450201787919627,4.196391984621738
316,2016-10-19,42.08393086744553,38.59542604830369,42.98727481186956,40.638611212014865,3.4885048191418333,2.3486635998546994
317,2016-10-20,46.85145875728641,39.2027949133326,46.58683774670425,40.915363522738396,7.648663843953809,5.6714742239658555
318,2016-10-21,46.464995102830144,38.76114222339675,46.1945730623353,40.53684024335915,7.703852879433398,5.65773281897616
319,2016-10-22,46.09138271518951,39.15407198912172,46.058001211315926,40.88275282073964,6.9373107260678,5.1752483905762885
320,2016-10-23,46.09398875645245,39.352288099604664,46.081615281802904,41.00125441077779,6.741700656847778,5.080360871025114
321,2016-10-24,45.421167636561236,39.338122039789326,45.51016175395771,41.10083560225906,6.083045596771915,4.409326151698656
322,2016-10-25,44.299925812208656,41.6154693379755,44.68703239481021,42.55083328268218,2.6844564742331674,2.1361991121280357
323,2016-10-26,44.93017982435796,41.65065479248806,45.07024438300084,42.039391197787964,3.279525031869898,3.030853185212876
324,2016-10-27,44.508215006194234,42.04746244102514,44.66362276354327,42.30905941040839,2.4607525651690887,2.3545633531348917
325,2016-10-28,44.94417343384454,42.10527383898602,45.07730323766438,42.26316425852387,2.8388995948585123,2.8141389791405094
326,2016-10-29,45.44090687388413,41.69735669327183,45.576728096752,41.70499388718908,3.743550180612313,3.871734209562915
327,2016-10-30,44.777112513781134,41.70174100113599,44.91885379809669,41.59775695138276,3.075371512645149,3.321096846713928
328,2016-10-31,44.742993953239775,41.673391976009015,44.83246675562243,41.4764885201363,3.0696019772307634,3.3559782354861327
329,2016-11-01,45.63597158046975,42.68063858513869,45.60811514188016,42.411215964674845,2.9553329953310605,3.196899177205319
330,2016-11-02,45.200190472407506,42.57956682356852,45.124902917151495,42.20104604768382,2.6206236488389854,2.9238568694676736
331,2016-11-03,45.497021617516225,42.37256594609812,45.277224642481876,42.06015908050675,3.124455671418117,3.217065561975118
332,2016-11-04,45.53686471406932,42.1758587826087,45.43137837419503,41.785922144426166,3.3610059314606193,3.645456229768852
333,2016-11-05,45.27908542914482,41.98495338601666,45.2073820881799,41.58756671421573,3.2941320431281578,3.619815373964163
334,2016-11-06,45.17025780112114,41.96296594268404,45.13255580352873,41.506442706648954,3.207291858437099,3.6261130968797834
335,2016-11-07,41.2,42.7,42.92745,42.23545,-1.5,0.6920000000000002
