index,day,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,c_minus_t_raw,c_minus_t_adj
0,2015-12-02,47.5,44.0,45.99358,43.09443,3.5,2.899149999999999
1,2015-12-03,47.5,44.0,45.99358,43.09443,3.5,2.899149999999999
2,2015-12-04,47.5,44.0,45.99358,43.09443,3.5,2.899149999999999
3,2015-12-05,47.5,44.0,45.99358,43.09443,3.5,2.899149999999999
4,2015-12-06,47.5,44.0,45.99358,43.09443,3.5,2.899149999999999
5,2015-12-13,43.0,33.0,41.40265,32.10275,10.0,9.299900000000001
6,2015-12-14,43.5,30.6,41.89856,29.72806,12.899999999999999,12.170500000000004
7,2015-12-15,42.6,32.1,40.99447,31.25336,10.5,9.741109999999999
8,2015-12-16,43.5,30.7,41.89038,29.87999,12.8,12.010390000000001
9,2015-12-17,43.7,31.4,42.08605,30.60602,12.300000000000004,11.48003
10,2015-12-18,43.2,32.0,41.58025,31.23407,11.200000000000003,10.34618
